Available,Cost,Event name,Category,Organizer,Link,Date,Beginning Date,Ending Date,Time,Location,Photo,Summary
,,《重建共善：現代社羣關係的再想像》讀書會,01. 與書相遇,hk_nomads,,"26/3, 26/4, 24/5, 26/6",,,8-10pm,獵人書店,,"【《重建共善：現代社羣關係的再想像》讀書會】 @hk_nomads | 26/3, 26/4, 24/5, 26/6 | 獵人書店"
Y,Free,薄鳧林牧場導賞,05. 認識香港,thepokfulamfarm,https://www.instagram.com/p/C83eGG2xKYr/?img_index=2,"5/7-7/7, 12/7-14/7, 19/7-21/7, 26/7-28/7",,,"12-12:30pm, 4-4:30pm",薄鳧林牧場,,"【薄鳧林牧場導賞】 @thepokfulamfarm | 5/7-7/7, 12/7-14/7, 19/7-21/7, 26/7-28/7 | 薄鳧林牧場"
Y,,Pride at Eaton 2024,09. 性別關係,eaton.hk,,"5/7, 6/7, 7/7, 12/7, 13/7, 14/7, 20/7, 27/7",,,,Eaton HK,Snapinsta.app_447196868_18234783226256576_4396597230442161085_n_1080,"【Pride at Eaton 2024】 @eaton.hk | 5/7, 6/7, 7/7, 12/7, 13/7, 14/7, 20/7, 27/7 | Eaton HK"
Y,,個個禮拜玩桌遊,17. 其他,yot_youthspace,,"5/7, 12/7",,,8-10pm,青年夢工場 YOUTH SPACE,,"【個個禮拜玩桌遊】 @yot_youthspace | 5/7, 12/7 | 青年夢工場 YOUTH SPACE"
Y,,靜觀共修體驗 ——「怎麼靜」,11. 身心靈,book.punch,https://docs.google.com/forms/d/e/1FAIpQLScjdzjl7qi4wOESfBsjqpNON4j2RCIMsQWJjD0NKAES6KCdiQ/viewform,"5/7, 6/7, 19/7, 20/7",,,,一拳書館,,"【靜觀共修體驗 ——「怎麼靜」】 @book.punch | 5/7, 6/7, 19/7, 20/7 | 一拳書館"
Y,,大南書節,02. 好書血拼,upperdeck_tainan,,5/7-14/7,,,,深水埗大南街173號1/F,,【大南書節】 @upperdeck_tainan | 5/7-14/7 | 深水埗大南街173號1/F
Y,,學海書樓人生學問講座《人生到處知何似──詩詞中的人生感悟》,01. 與書相遇,hong_kong_central_library,,6/7,,,2:30-4pm,香港中央圖書館地下演講廳,,【學海書樓人生學問講座《人生到處知何似──詩詞中的人生感悟》】 @hong_kong_central_library | 6/7 | 香港中央圖書館地下演講廳
Y,,咖啡拉花初級班,17. 其他,mybook1hk,,6/7,,,11:30am-1pm,商務尖沙咀圖書中心,,【咖啡拉花初級班】 @mybook1hk | 6/7 | 商務尖沙咀圖書中心
Y,, 輕木工體驗工作坊,12. 整下野,jctreeup,,6/7,,,1:30-3pm / 3:15-4:45pm,深水埗美荷樓,,【 輕木工體驗工作坊】 @jctreeup | 6/7 | 深水埗美荷樓
Y,,The Heritage Survival series: Concluding Symposium,04. 香港人社區文化,hkicon.hk,,6/7,,,2-6:30pm,The Helena May,,【The Heritage Survival series: Concluding Symposium】 @hkicon.hk | 6/7 | The Helena May
Y,,《好好聆聽，好好說話：做自己的親子調解員 》分享會,10. 親子關係,13bstore,,6/7,,,2:30-4pm,13B Store,,【《好好聆聽，好好說話：做自己的親子調解員 》分享會】 @13bstore | 6/7 | 13B Store
Y,,《向死而生》共感會,11. 身心靈,breathingroom.hk,,6/7,,,2-4pm,Breathing Room,,【《向死而生》共感會】 @breathingroom.hk | 6/7 | Breathing Room
Y,,Round 2：帶你踩單車的姐姐x （闖入）土炮日常醒神食堂！,13. 運動下,sister_treats_you_a_meal,,6/7,,,1:30-6pm,元朗單車匯合中心-龍記單車,,【Round 2：帶你踩單車的姐姐x （闖入）土炮日常醒神食堂！】 @sister_treats_you_a_meal | 6/7 | 元朗單車匯合中心-龍記單車
Y,,「何塘閱識」公眾講座,04. 香港人社區文化,clpulsehk,,6/7,,,11am-12:30pm,中電鐘樓文化館二樓活動室,,【「何塘閱識」公眾講座】 @clpulsehk | 6/7 | 中電鐘樓文化館二樓活動室
Y,,城界之間：九龍城寨概念遊,05. 認識香港,kongcept852,,6/7,,,3:30-5:30pm,九龍城一帶,,【城界之間：九龍城寨概念遊】 @kongcept852 | 6/7 | 九龍城一帶
Y,,建造綠色工作坊 – STEAM 黏土旋轉咖啡杯,12. 整下野,cic.zcphk,,6/7,,,2-4pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – STEAM 黏土旋轉咖啡杯】 @cic.zcphk | 6/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,Free,活意社Work For Life 開放日,04. 香港人社區文化,workforlife2023,https://www.instagram.com/p/C76O6pPSAbL/?igsh=MTF3OG4zcWYxZGFocw%3D%3D,6/7,,,3-5pm,觀塘敬業街55號皇廷廣場 29/F J室,Snapinsta.app_447870787_472216112145892_3939617252774117666_n_1080,【活意社Work For Life 開放日】 @workforlife2023 | 6/7 | 觀塘敬業街55號皇廷廣場 29/F J室
Y,,Tribute to Blue Giant,15. 音樂,fountaindechopin,,6/7,,,,Fountain,,【Tribute to Blue Giant】 @fountaindechopin | 6/7 | Fountain
Y,Free,《向死而生》共感會,11. 身心靈,breathingroom.hk,https://www.instagram.com/p/C8PE-fBPu9w/?img_index=1,6/7,,,2-4pm,Breathing Room,Snapinsta.app_448441070_17994458702639309_8463039022219983602_n_1080,【《向死而生》共感會】 @breathingroom.hk | 6/7 | Breathing Room
Y,,學海書樓人生學問講座：從詩詞領略種種人生,03.詩與詩相關的,readingisjoyful,https://www.instagram.com/p/C8mJLFaN7mm/,6/7,,,2:30-4pm,香港中央圖書館地下演講廳,Snapinsta.app_449142900_770037491966504_5049758127755579209_n_1080,【學海書樓人生學問講座：從詩詞領略種種人生】 @readingisjoyful | 6/7 | 香港中央圖書館地下演講廳
Y,,PrideLab 桌遊定期月聚,09. 性別關係,pridelabhk,https://docs.google.com/forms/d/e/1FAIpQLSeZrHSublufQZdDhq-U3og01mUH7jWARAgo2sKzs_j8FroUhQ/viewform,6/7,,,3-7pm,觀塘,,【PrideLab 桌遊定期月聚】 @pridelabhk | 6/7 | 觀塘
Y,Free,親子共創故事畫,10. 親子關係,1.7store.hk,https://www.instagram.com/p/C8q-1DFvqL6/,6/7,,,2:30-3:30pm,七一份辦館@安所,Snapinsta.app_448806468_1220821752687840_4117223334371561430_n_1024,【親子共創故事畫】 @1.7store.hk | 6/7 | 七一份辦館@安所
Y,,Sky100 CandleNight x The Best of Hans Zimmer,15. 音樂,eg.asia,https://www.instagram.com/p/C8Vg47uy3Gb/,6/7,,,6:30-7:30pm/ 9-10pm,SKY100 Hong Kong Observatory Deck x ICC,Snapinsta.app_448715936_17966318738745992_6694686363839210330_n_1024,【Sky100 CandleNight x The Best of Hans Zimmer】 @eg.asia | 6/7 | SKY100 Hong Kong Observatory Deck x ICC
Y,,文藝字母湯 ——你不可不知道的藝術史！,07. 藝術野,jisaam.books,,6/7,,,8-9:30pm,貳叄書房(油麻地),,【文藝字母湯 ——你不可不知道的藝術史！】 @jisaam.books | 6/7 | 貳叄書房(油麻地)
Y,,元渠環境考察隊「城市漫步遊」,08. 環保與大自然,yuenlong.river,,6/7,,,2pm/4pm,元朗,,【元渠環境考察隊「城市漫步遊」】 @yuenlong.river | 6/7 | 元朗
Y,,行走深水埗 ＋ 詩樂畫分享會,04. 香港人/社區/文化,bookpunch.qb,https://www.instagram.com/p/C8zKl8xtY7t/?img_index=1,6/7,,,6:45-9:45,一拳,,【行走深水埗 ＋ 詩樂畫分享會】 @bookpunch.qb | 6/7 | 一拳
Y,,DJ programme - AtomcAttack! and Back When It Was Good presents,15. 音樂,barlemna,https://www.instagram.com/p/C8ysjkQCybp/,6/7,,,9:30pm-12:30am,Bar Lemna at Lemna of the alchemist,,【DJ programme - AtomcAttack! and Back When It Was Good presents】 @barlemna | 6/7 | Bar Lemna at Lemna of the alchemist
Y,,【美差會 x 海鹽說書】DOMINION 紀錄片放映會：論動物處境,08. 環保與大自然,hoiyim_reads,https://www.instagram.com/p/C8xkOXVyvY_/,6/7,,,6-9pm,新蒲崗寶光商業中心7樓05室,,【【美差會 x 海鹽說書】DOMINION 紀錄片放映會：論動物處境】 @hoiyim_reads | 6/7 | 新蒲崗寶光商業中心7樓05室
Y,,【Artist Focus: Scott Murphy x Justin Siu】Established Composer & Saxophonist encounters local double bass veteran,15. 音樂,kindofbrewhk,https://www.instagram.com/p/C82BZKlPs9p/,6/7,,,8pm,Kind of Brew,,【【Artist Focus: Scott Murphy x Justin Siu】Established Composer & Saxophonist encounters local double bass veteran】 @kindofbrewhk | 6/7 | Kind of Brew
Y,,古蹟保育對談會,04. 香港人社區文化,theheirages,https://www.instagram.com/p/C8whAF1vON-/?img_index=1,6/7,,,11am-12:30pm,遊展工作室,,【古蹟保育對談會】 @theheirages | 6/7 | 遊展工作室
Y,,輔導練功室 —《心理鏡子》,11. 身心靈,treeholehk.psychology,https://www.instagram.com/p/C8zIBi7Ib_v/?img_index=6,6/7,,,11am-1pm,,Snapinsta.app_449216923_997742029019742_2868903601013411161_n_1080,【輔導練功室 —《心理鏡子》】 @treeholehk.psychology | 6/7 | 
Y,,vee Music Party: 消化,15. 音樂,veeeeeeeeeehk,https://www.instagram.com/p/C73dsIKykRx/,6/7,,,7:30pm,Secret Location,,【vee Music Party: 消化】 @veeeeeeeeeehk | 6/7 | Secret Location
Y,Free,同你讀：雙身 （by 董啟章）,01. 與書相遇,nomad_reading_group,https://www.instagram.com/p/C84RBTGApcY/,6/7,,,5-6:30pm,online,Snapinsta.app_449214703_17962840115784141_4825265628785494807_n_1080,【同你讀：雙身 （by 董啟章）】 @nomad_reading_group | 6/7 | online
Y,Free,Dominion 紀錄片放映會之「論動物處境」,08. 環保與大自然,frdofanimal,https://www.instagram.com/p/C86mjmmyuxj/?img_index=1,6/7,,,6-9pm,新蒲崗寶光商業中心 7 樓 05 室,Snapinsta.app_449632300_998121638168810_3781833225550587231_n_1080,【Dominion 紀錄片放映會之「論動物處境」】 @frdofanimal | 6/7 | 新蒲崗寶光商業中心 7 樓 05 室
Y,Free,免費零基礎結他班,17. 其他,dfeetspace,https://www.instagram.com/p/C8TyVCfv2xQ/?igsh=MTdybmd2eTVwMTlpbA==,"6/7, 13/7, 20/7",,,4-6pm,釣腳青少年空間,Snapinsta.app_448622584_964585555370244_8733674449955911771_n_1024,"【免費零基礎結他班】 @dfeetspace | 6/7, 13/7, 20/7 | 釣腳青少年空間"
Y,,應用劇場處理校園衝突——以行動對抗欺凌工作坊,11. 身心靈,tefohk,,6/7-7/7,,,10am-5pm,TEFO開放空間 (大埔藝術中心306室),,【應用劇場處理校園衝突——以行動對抗欺凌工作坊】 @tefohk | 6/7-7/7 | TEFO開放空間 (大埔藝術中心306室)
Y,,Figurecross X Wusoul - 「心”寧”聚會」市集,16. 市集,figurecross.company,,6/7-7/7,,,1-8pm,D2 Place一期二樓The Space,,【Figurecross X Wusoul - 「心”寧”聚會」市集】 @figurecross.company | 6/7-7/7 | D2 Place一期二樓The Space
Y,,社區地膽導賞進階培訓,05. 認識香港,kowloon.city.walking.trail,,"6/7, 13/7, 27/7, 10/8",,,,,,"【社區地膽導賞進階培訓】 @kowloon.city.walking.trail | 6/7, 13/7, 27/7, 10/8 | "
Y,,剪紙定格工作坊,10. 親子關係,hk.kiff,,"6/7, 7/7, 14/7",,,,圓方水區1樓,,"【剪紙定格工作坊】 @hk.kiff | 6/7, 7/7, 14/7 | 圓方水區1樓"
Y,,影院小職員工作坊,10. 親子關係,hk.kiff,,"6/7, 14/7, 20/7, 27/7, 28/7",,,,PREMIERE ELEMENTS,,"【影院小職員工作坊】 @hk.kiff | 6/7, 14/7, 20/7, 27/7, 28/7 | PREMIERE ELEMENTS"
Y,,爵士音樂初級入門課程,07. 藝術野,fountaindechopin,,6/7 (6週),,,,Fountain,,【爵士音樂初級入門課程】 @fountaindechopin | 6/7 (6週) | Fountain
Y,,正念恆常共修課,11. 身心靈,mindful_still_together,,"6/7, 13/7, 20, 27/7",,,4-6pm,灣仔告士打道 169號1樓,,"【正念恆常共修課】 @mindful_still_together | 6/7, 13/7, 20, 27/7 | 灣仔告士打道 169號1樓"
Y,,NVC初階課程——連繫的起點——假如我們之間再沒有暴力,11. 身心靈,housewithrain,,"6/7, 13/7",,,1-6pm,觀塘課室,,"【NVC初階課程——連繫的起點——假如我們之間再沒有暴力】 @housewithrain | 6/7, 13/7 | 觀塘課室"
Y,,Metroplaza x LOCOLOCO - 周末綠色市集,16. 市集,locoloco_hk,,"6/7, 7/7, 13/7, 14/7",,,12-9pm,新都會廣場 L3 露天廣場,,"【Metroplaza x LOCOLOCO - 周末綠色市集】 @locoloco_hk | 6/7, 7/7, 13/7, 14/7 | 新都會廣場 L3 露天廣場"
Y,Free,「致在空間中變魔法的人們」100個案例庫存展覽及巡禮,04. 香港人社區文化,spaceplushk,https://www.instagram.com/p/C7OkDXAPAHX/?igsh=MXU2YmZqeXB5eHEwMw%3D%3D,6/7-7/7,,,10am-7pm,大館,Snapinsta.app_445000799_17942904962810377_3955865653907959808_n_1024,【「致在空間中變魔法的人們」100個案例庫存展覽及巡禮】 @spaceplushk | 6/7-7/7 | 大館
Y,,東亞綠色藝術節,07. 藝術野,hkyaf,,6/7-7/7,,,,九龍觀塘創紀之城5期東亞銀行中心7樓,,【東亞綠色藝術節】 @hkyaf | 6/7-7/7 | 九龍觀塘創紀之城5期東亞銀行中心7樓
Y,,手彫紋身工作坊,12. 整下野,lesshunter.tattoo,,"6/7, 7/7",,,2-7pm,余地,,"【手彫紋身工作坊】 @lesshunter.tattoo | 6/7, 7/7 | 余地"
Y,,Summer Market 2024,16. 市集,dreamcatcher_market,,"6/7, 7/7, 13/7, 14/7, 27/7, 28/7, 3/8, 4/8, 17/8, 18/8, 31/8, 1/9",,,12-8pm,"L3, Life@KCC, Kwai Hing",,"【Summer Market 2024】 @dreamcatcher_market | 6/7, 7/7, 13/7, 14/7, 27/7, 28/7, 3/8, 4/8, 17/8, 18/8, 31/8, 1/9 | L3, Life@KCC, Kwai Hing"
Y,,「Photobook Intensive」工作坊,07. 藝術野,lumenvisum,,6/7-9/7,,,10:30am-4:30pm,Lumenvisum,,【「Photobook Intensive」工作坊】 @lumenvisum | 6/7-9/7 | Lumenvisum
Y,,梅子林復育計劃二期 – 義工計劃,08. 環保與大自然,project.plum.grove,,"6/7, 13/7, 20/7, 27/7",,,9am-4pm,沙頭角梅子林,,"【梅子林復育計劃二期 – 義工計劃】 @project.plum.grove | 6/7, 13/7, 20/7, 27/7 | 沙頭角梅子林"
Y,,【2024年「與作家會面」系列︰文學旅人】《我的雀鳥鄰居》,01. 與書相遇,hong_kong_central_library,,7/7,,,2:30-4pm,藍田公共圖書館,,【【2024年「與作家會面」系列︰文學旅人】《我的雀鳥鄰居》】 @hong_kong_central_library | 7/7 | 藍田公共圖書館
Y,,bookclub23: 《三體》劉慈欣,01. 與書相遇,jisaam.books,,7/7,,,2-3:30pm,貳叄書房(中環),,【bookclub23: 《三體》劉慈欣】 @jisaam.books | 7/7 | 貳叄書房(中環)
Y,,生死教育講座——生死兩相安,11. 身心靈,pause_breathe,,7/7,,,11am-1pm,亞皆老街86號昌明大廈7字樓Club O活動室,,【生死教育講座——生死兩相安】 @pause_breathe | 7/7 | 亞皆老街86號昌明大廈7字樓Club O活動室
Y,,《隨心●樂寫》寫作體驗工作坊,01. 與書相遇,heartjoy.magicalwriter,https://www.instagram.com/p/C8ttedAS-71/,7/7,,,2-5pm,新蒲崗,Snapinsta.app_449141893_952110896654847_3801377761128447989_n_1024,【《隨心●樂寫》寫作體驗工作坊】 @heartjoy.magicalwriter | 7/7 | 新蒲崗
Y,,HERE & NOW ONE DAY RETREAT FOR OUR BODY AND HEART,11. 身心靈,y_our_s___,,7/7,,,8:30am-4pm,ZAAPSHARE THE PORTAL 亼舍,,【HERE & NOW ONE DAY RETREAT FOR OUR BODY AND HEART】 @y_our_s___ | 7/7 | ZAAPSHARE THE PORTAL 亼舍
Y,Free,想見你．兼善里,04. 香港人社區文化,kimshinlane,https://www.instagram.com/p/C8LvzGtyk3y/?igsh=NHptenVidzBxMWJv,7/7,,,11am-4pm,兼善里,Snapinsta.app_448358497_1815608938925875_4033078118153964171_n_1024,【想見你．兼善里】 @kimshinlane | 7/7 | 兼善里
Y,,我們與「廢」的距離——生態神學的實踐、倡議、對談公開聚會,08. 環保與大自然,waterloop.hk,,7/7,,,2:30-5pm,中國基督教播道會窩打老道山福音堂 禮堂,,【我們與「廢」的距離——生態神學的實踐、倡議、對談公開聚會】 @waterloop.hk | 7/7 | 中國基督教播道會窩打老道山福音堂 禮堂
Y,Free,7月清潔行動：港島大浪灣,08. 環保與大自然,naturerescuehk,https://www.instagram.com/p/C8WQALCya-A/,7/7,,,,港島大浪灣,Snapinsta.app_448543178_990765142627714_5792256861566380190_n_1024,【7月清潔行動：港島大浪灣】 @naturerescuehk | 7/7 | 港島大浪灣
Y,,建造綠色工作坊 – 生態桌遊 – 卡斯卡迪亞之旅,08. 環保與大自然,cic.zcphk,,7/7,,,2-4pm,建造業零碳天地 CIC - Zero Carbon Park,,【建造綠色工作坊 – 生態桌遊 – 卡斯卡迪亞之旅】 @cic.zcphk | 7/7 | 建造業零碳天地 CIC - Zero Carbon Park
Y,,《Form Follows Fever》新書講座,01. 與書相遇,lionsinkbooks,https://www.instagram.com/p/C8g_l5Duv0t/?img_index=1,7/7,,,4:30-6:30pm,,,【《Form Follows Fever》新書講座】 @lionsinkbooks | 7/7 | 
Y,,《公開試當真》包場共賞＋導演梁奕豪（贊師父）、監製兼受訪者許賢映後談,07. 藝術野,hans.bookstorehk,,7/7,,,7-9:30pm,嘉禾 V WALK,,【《公開試當真》包場共賞＋導演梁奕豪（贊師父）、監製兼受訪者許賢映後談】 @hans.bookstorehk | 7/7 | 嘉禾 V WALK
Y,Free,COMFORT FOOD 寫作坊,01. 與書相遇,wordbyword_bookstore,https://www.instagram.com/p/C8jfxrQvUP1/?img_index=1,7/7,,,6:30-8:30pm,字字研究所,Snapinsta.app_448734732_17942691353831631_2465057554533093546_n_1080,【COMFORT FOOD 寫作坊】 @wordbyword_bookstore | 7/7 | 字字研究所
Y,Free,程尋導賞團：龍城古韻,05. 認識香港,hideandseektour,https://www.instagram.com/p/C8I1ZU9vy76/,7/7,,,2:30-4:30pm,九龍城,Snapinsta.app_448311020_18080753125482283_7707290664546268871_n_1024,【程尋導賞團：龍城古韻】 @hideandseektour | 7/7 | 九龍城
Y,,《 阿貓阿狗（二）之有情萬萬歲 》 分享+簽繪+以撒握手會,01. 與書相遇,rainbowcatcat,https://www.instagram.com/p/C8memuOPVkZ/?img_index=1,7/7,,,4pm,Sonata 藝文空間@ 聖公會聖馬利亞堂莫慶堯中學1樓,Snapinsta.app_448977066_386050247797448_8502476198715439364_n_1024,【《 阿貓阿狗（二）之有情萬萬歲 》 分享+簽繪+以撒握手會】 @rainbowcatcat | 7/7 | Sonata 藝文空間@ 聖公會聖馬利亞堂莫慶堯中學1樓
Y,Free,《圍頭與客家——香港本土語言故事集》新書發佈會,01. 與書相遇,book.punch,https://www.instagram.com/p/C8maoJpMVyF/,7/7,,,5-6:30pm,一拳書館,Snapinsta.app_449038698_871353615026316_9053252086809127039_n_1024,【《圍頭與客家——香港本土語言故事集》新書發佈會】 @book.punch | 7/7 | 一拳書館
Y,,繪本故事分享+介紹紙膠帶的特性+拼貼的技巧,10. 親子關係,13bstore,https://www.instagram.com/p/C8oWfUayvaF/,7/7,,,11am-12:30pm,13B Store,Snapinsta.app_449182326_18128195434355167_1470146146602232788_n_1024,【繪本故事分享+介紹紙膠帶的特性+拼貼的技巧】 @13bstore | 7/7 | 13B Store
Y,,[Breathing the same air] Collaborative Performance,07. 藝術野,performance_art_furnace_hk,https://www.instagram.com/p/C8of6AGPmV8/?img_index=1,7/7,,,4-5pm,"FURNACE, Left Door, Floor 9, Foo Tak Building",Snapinsta.app_448766810_17931541688896298_5966352087074672710_n_1080,"【[Breathing the same air] Collaborative Performance】 @performance_art_furnace_hk | 7/7 | FURNACE, Left Door, Floor 9, Foo Tak Building"
Y,Free,香港大瘟疫,01. 與書相遇,lionsinkbooks,https://www.instagram.com/p/C8zVlwDhzWj/?img_index=2,7/7,,,4:30-6:00pm,獅墨書店,,【香港大瘟疫】 @lionsinkbooks | 7/7 | 獅墨書店
Y,,《如果生命是一場藝術》,01. 與書相遇,hktdclifestyle,https://www.instagram.com/p/C8wf9mUPaGy/?img_index=2,7/7,,,11am-12pm,OC Green Hub,,【《如果生命是一場藝術》】 @hktdclifestyle | 7/7 | OC Green Hub
Y,,逆境自強：我的閱讀與創作路,01. 與書相遇,hktdclifestyle,https://www.instagram.com/p/C8wf9mUPaGy/?img_index=2,7/7,,,2:30-3:30pm,OC Green Hub,,【逆境自強：我的閱讀與創作路】 @hktdclifestyle | 7/7 | OC Green Hub
Y,,繪本手碟音樂會／親子手碟體驗班,10. 親子關係,kadeyjadey,https://www.instagram.com/p/C8v7OwcP2cB/?img_index=1,7/7,,,,Kadey Jadey 繪本童樂,,【繪本手碟音樂會／親子手碟體驗班】 @kadeyjadey | 7/7 | Kadey Jadey 繪本童樂
Y,,Parting: Sound Explore,07. 藝術野,secondhome.artisland,https://www.instagram.com/p/C84WnDuvoyq/,7/7,,,3-5pm,Wan Chai,Snapinsta.app_449751837_17866234782153873_5338451796238102778_n_1080,【Parting: Sound Explore】 @secondhome.artisland | 7/7 | Wan Chai
Y,Free,黃嗨之|寫下字|窗後巷,01. 與書相遇,huang_hai_g,https://www.instagram.com/p/C8iyQvlv9Xh/,"7/7, 14/7, 21/7, 28/7",,,12-6pm,window and alley 窗後巷,Snapinsta.app_448668367_1189363742036108_5577329290639002034_n_1080,"【黃嗨之|寫下字|窗後巷】 @huang_hai_g | 7/7, 14/7, 21/7, 28/7 | window and alley 窗後巷"
Y,,暑期日文入門班,17. 其他,oshie.i_japanese,,"7/7, 14/7, 21/7, 28/7",,,10am-12pm,九龍灣健力工業大廈,,"【暑期日文入門班】 @oshie.i_japanese | 7/7, 14/7, 21/7, 28/7 | 九龍灣健力工業大廈"
Y,,戲曲入門：推開戲曲大觀園,07. 藝術野,hok6dotcom,,"7/7, 14/7, 21/7, 27/7, 3/8, 11/8",,,8-10pm,online,,"【戲曲入門：推開戲曲大觀園】 @hok6dotcom | 7/7, 14/7, 21/7, 27/7, 3/8, 11/8 | online"
Y,,社區訪談工作坊,04. 香港人社區文化,halfcupsquat,,"7/7, 14/7, 21/7, 28/7, 4/8, 11/8",,,11am-1pm,半杯寮,,"【社區訪談工作坊】 @halfcupsquat | 7/7, 14/7, 21/7, 28/7, 4/8, 11/8 | 半杯寮"
Y,,NVC感受需要卡-初階-聆聽篇,11. 身心靈,housewithrain,,"7/7, 21/7",,,1:30-6pm,覺本,,"【NVC感受需要卡-初階-聆聽篇】 @housewithrain | 7/7, 21/7 | 覺本"
Y,,filmclub23 TAKE 2 / 天使來過人間——《螢火蟲之墓》高畑勳 編導（1988）/《螢火蟲之墓》野坂昭如 著（1967）,01. 與書相遇,jisaam.books,,8/7,,,7:30-9pm,貳叄書房(油麻地),,【filmclub23 TAKE 2 / 天使來過人間——《螢火蟲之墓》高畑勳 編導（1988）/《螢火蟲之墓》野坂昭如 著（1967）】 @jisaam.books | 8/7 | 貳叄書房(油麻地)
Y,,藝術充權教室：我在JCCAC 的日子,04. 香港人社區文化,cccd_hk,,8/7,,,7:30-9pm,賽馬會創意藝術中心,,【藝術充權教室：我在JCCAC 的日子】 @cccd_hk | 8/7 | 賽馬會創意藝術中心
Y,Free,南亞文化研習小組：南亞運動,06. 留在香港環遊世界,fredie.hung,https://www.facebook.com/story.php?story_fbid=765679969033889&id=100067756779023&mibextid=xfxF2i&rdid=4mSyMredkro0XhBy&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2FeupULm5sBo2ufofn%2F%3Fmibextid%3DxfxF2i,8/7,,,,少數點文化,441359720_765321722403047_1708163004769856949_n,【南亞文化研習小組：南亞運動】 @fredie.hung | 8/7 | 少數點文化
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：尋思我城,05. 認識香港,cogito._hk,https://www.instagram.com/p/C7yNxOuhV75/,8/7,,,7-8pm,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,【《話說大坑西——「家」的自白與旁白》分享會：尋思我城】 @cogito._hk | 8/7 | 
Y,,火柴人大冒險-兒童藝術工作坊,10. 親子關係,performance_art_furnace_hk,https://www.instagram.com/p/C8wD5GRvzn5/?img_index=1,"8/7, 9/7, 10/7",,,2:30-5:30pm,灣仔,,"【火柴人大冒險-兒童藝術工作坊】 @performance_art_furnace_hk | 8/7, 9/7, 10/7 | 灣仔"
Y,Free,「閱・心禪」-《生死兩相安》,11. 身心靈,pause_breathe,https://www.instagram.com/p/C8jrNWNPAqC/,"8/7, 15/7, 22/7, 29/7",,,7:30-8:45pm,饒宗頤文化館 G座下層 G2室,,"【「閱・心禪」-《生死兩相安》】 @pause_breathe | 8/7, 15/7, 22/7, 29/7 | 饒宗頤文化館 G座下層 G2室"
Y,,青年牧養茶座【從實踐到神學：探索青年新生代．教會新面向】,11. 身心靈,hong_kong_christian_council,,9/7,,,3:15-5:30pm,聖公會諸聖座堂感恩堂,,【青年牧養茶座【從實踐到神學：探索青年新生代．教會新面向】】 @hong_kong_christian_council | 9/7 | 聖公會諸聖座堂感恩堂
Y,Free,《社區博物館系列 - 學學習角》「藝術家分享會」,07. 藝術野,retaikoktsui,https://www.instagram.com/p/C89VLCBvaSn/,9/7,,,7-8pm,大角咀塘尾道25號 Spark City 俊薈旺角地面A鋪位,Snapinsta.app_449756497_17973367274725584_7752317853843685613_n_1080,【《社區博物館系列 - 學學習角》「藝術家分享會」】 @retaikoktsui | 9/7 | 大角咀塘尾道25號 Spark City 俊薈旺角地面A鋪位
Y,Free,TOP Swop,08. 環保與大自然,takeoutplastic_hk,https://www.instagram.com/p/C8rbUOiPZ5R/?img_index=3,9-11/7,,,,"@banyanworkspace, Quarry Bay",Snapinsta.app_448827070_18008305211570774_2261097291573974919_n_1024,"【TOP Swop】 @takeoutplastic_hk | 9-11/7 | @banyanworkspace, Quarry Bay"
Y,,哲學輔導專題︰愛情的哲學,01. 與書相遇,philosophy_n_life,https://www.instagram.com/p/C8lQThHPt7j/,9/7-30/7,,,8-10pm,online,Snapinsta.app_448889237_18023739503243361_3515519918116280711_n_1024,【哲學輔導專題︰愛情的哲學】 @philosophy_n_life | 9/7-30/7 | online
Y,,宗教講座：略談印度四大宗教,06. 留在香港環遊世界,hkhinduism,,10/7,,,,葵芳港香堂製香工房,,【宗教講座：略談印度四大宗教】 @hkhinduism | 10/7 | 葵芳港香堂製香工房
Y,Free,《話說大坑西——「家」的自白與旁白》分享會：大坑西新邨社區劇場表演者 — 「框外之民」,05. 認識香港,cogito._hk,https://www.instagram.com/p/C7yNxOuhV75/,10/7,,,7-8pm,,Snapinsta.app_447682087_814995960204804_69074835484028294_n_1024,【《話說大坑西——「家」的自白與旁白》分享會：大坑西新邨社區劇場表演者 — 「框外之民」】 @cogito._hk | 10/7 | 
Y,,火苗青少年讀書：「詩鬼」李賀,03.詩與詩相關的,flamesdreamers,https://www.instagram.com/p/C83IwFSvRbw/,10/7,,,9-10:30pm,Online,Snapinsta.app_449448976_18233791888284101_4593631774210422783_n_1024,【火苗青少年讀書：「詩鬼」李賀】 @flamesdreamers | 10/7 | Online
Y,,公開示範巡演暨工作坊,07. 藝術野,danceless.unlock,,"10/7, 31/7, 3/8, 4/8, 28/8, 16/11, 17/11",,,,,,"【公開示範巡演暨工作坊】 @danceless.unlock | 10/7, 31/7, 3/8, 4/8, 28/8, 16/11, 17/11 | "
